WIGOS ID,WMO INDEX,ICAO,Name,Country,Latitude,Longitude,Altitude,Established,Closed
0-0-0-MISSING,-----,EGAE,Eglinton / Londonderr,United Kingdom,55-03N,007-09W,9,----,----
0-0-0-MISSING,-----,EGBE,Coventry Airport ,United Kingdom,52-22N,001-29W,82,----,----
0-0-0-MISSING,-----,EGBJ,Staverton Private ,United Kingdom,51-54N,002-10W,29,----,----
0-0-0-MISSING,-----,EGDK,Kemble Royal Air Force Base ,United Kingdom,51-40N,002-03W,133,----,----
0-20000-0-03716,-----,EGDX,St Athan Royal Air Force Base,United Kingdom,51-24N,003-26W,50,----,----
0-20000-0-03111,-----,EGEC,Campbeltown,United Kingdom,55-26-14N,005-41-11W,13,----,----
0-0-0-MISSING,-----,EGFH,Swansea,United Kingdom,51-36N,004-04W,90,----,----
0-0-0-MISSING,-----,EGGD,Bristol / Lulsgate ,United Kingdom,51-23N,002-43W,189,----,----
0-0-0-MISSING,-----,EGGP,Liverpool Airport ,United Kingdom,53-20N,002-51W,26,----,----
0-0-0-MISSING,-----,EGGW,Luton Airport ,United Kingdom,51-52N,000-22W,160,----,----
0-0-0-MISSING,-----,EGHD,Plymouth / Roborough,United Kingdom,50-25N,004-07W,144,----,----
0-0-0-MISSING,-----,EGJA,Alderney / Channel Island,United Kingdom,49-43N,002-12W,71,----,----
0-0-0-MISSING,-----,EGKB,Biggin Hill ,United Kingdom,51-19N,000-02E,183,----,----
0-0-0-MISSING,-----,EGLC,London City Airport,United Kingdom,51-30N,000-03E,5,----,----
0-0-0-MISSING,-----,EGMC,Southend-On-Sea ,United Kingdom,51-34N,000-42E,15,----,----
0-0-0-MISSING,-----,EGMD,Lydd Airport ,United Kingdom,50-57N,000-56E,3,----,----
0-20000-0-03797,-----,EGMH,"Manston, South East",United Kingdom,51-20-31N,001-20-46E,55,----,----
0-0-0-MISSING,-----,EGNJ,Humberside,United Kingdom,53-35N,000-21W,31,----,----
0-0-0-MISSING,-----,EGNM,Leeds And Bradford,United Kingdom,53-52N,001-39W,208,----,----
0-0-0-MISSING,-----,EGNT,Newcastle ,United Kingdom,55-02N,001-42W,81,----,----
0-0-0-MISSING,-----,EGNV,Tees-Side,United Kingdom,54-31N,001-25W,37,----,----
0-0-0-MISSING,-----,EGNX,East Midlands,United Kingdom,52-50N,001-20W,94,----,----
0-0-0-MISSING,-----,EGOD,Llanbedr,United Kingdom,52-49N,004-08W,9,----,----
0-826-0-03317,-----,EGOW,Woodvale,United Kingdom,53-34-54N,003-03-20W,11,----,----
0-20000-0-03105,-----,EGPI,Islay,United Kingdom,55-40-55N,006-15-24W,16,----,----
0-0-0-MISSING,-----,EGPM,Scatsta / Shetland Island,United Kingdom,60-26N,001-18W,22,----,----
0-0-0-MISSING,-----,EGPN,Dundee / Riverside,United Kingdom,56-27N,003-01W,4,----,----
0-0-0-MISSING,-----,EGPT,Perth / Scone ,United Kingdom,56-27N,003-22W,121,----,----
0-0-0-MISSING,-----,EGPW,Unst Island,United Kingdom,60-44N,000-49W,285,----,----
0-0-0-MISSING,-----,EGSC,Cambridge,United Kingdom,52-12N,000-11E,15,----,----
0-0-0-MISSING,-----,EGSY,"Yorkshire and Humberside, Sheffield City",United Kingdom,53-23-39N,001-23-18W,70,----,----
0-0-0-MISSING,-----,EGTC,Cranfield,United Kingdom,52-04N,000-37W,111,----,----
0-20000-0-03628,-----,EGTG,Filton Private ,United Kingdom,51-31N,002-35W,69,----,----
0-0-0-MISSING,-----,EGTH,Hatfeild Private ,United Kingdom,51-46N,000-15W,77,----,----
0-0-0-MISSING,-----,EGUA,Upper Heyford Royal Air Force Base ,United Kingdom,51-56N,001-15W,134,----,----
0-0-0-MISSING,-----,EGUO,Colerne,United Kingdom,51-26-21N,002-17-11W,181,----,----
0-0-0-MISSING,-----,EGUP,Sculthorpe Af Met ,United Kingdom,52-51N,000-46E,65,----,----
0-0-0-MISSING,-----,EGVG,Woodbridge Royal Air Force Base ,United Kingdom,52-05N,001-24E,29,----,----
0-0-0-MISSING,-----,EGVI,Greenham Common Royal Air Force Base,United Kingdom,51-23N,001-17W,122,----,----
0-0-0-MISSING,-----,EGVJ,Bentwaters Royal Air Force Base ,United Kingdom,52-08N,001-26E,26,----,----
0-826-0-69,-----,EGWC,Cosford Royal Air Force Base,United Kingdom,52-38N,002-18W,83,----,----
0-0-0-MISSING,-----,EGXF,Cowden,United Kingdom,53-51N,006-06W,15,----,----
0-0-0-MISSING,-----,EGXN,Newton,United Kingdom,52-58N,000-59W,55,----,----
0-20000-0-03373,-----,EGXP,Scampton,United Kingdom,53-18-27N,000-33-03W,62,----,----
0-20000-0-03265,-----,EGXZ,Topcliffe Royal Air Force Base ,United Kingdom,54-12N,001-23W,28,----,----
0-826-0-25,-----,EGYE,Barkston Heath Royal Air Force Base ,United Kingdom,52-58N,000-34W,112,----,----
0-0-0-MISSING,-----,EGCN,Doncaster Sheffield / Airport,United Kingdom,53-38-39N,001-00-16W,17,----,----
0-0-0-MISSING,03001,----,Muckle Flugga,United Kingdom,60-51N,000-53W,53,----,----
0-20000-0-03002,03002,----,Baltasound,United Kingdom,60-44-53N,000-51-20W,15,1983-01-01,----
0-20000-0-03003,03003,EGPB,Sumburgh Cape ,United Kingdom,59-52-43N,001-17-57W,7,1971-10-01,1997-01-31
0-20000-0-03004,03004,----,Collafirth,United Kingdom,60-31-58N,001-23-29W,228,1971-12-01,1983-07-31
0-20008-0-SIS,03005,----,Lerwick,United Kingdom,60-08-21N,001-11-04W,82,1930-01-01,----
0-20000-0-03006,03006,----,Sella Ness,United Kingdom,60-26-50N,001-16-39W,7,1979-09-01,2019-06-01
0-0-0-MISSING,03007,----,Muckle Holm,United Kingdom,60-35N,001-16W,22,----,----
0-20000-0-03008,03008,----,Fair Isle,United Kingdom,59-31-35N,001-37-38W,57,1974-01-01,----
0-20000-0-03009,03009,----,North Ronaldsay,United Kingdom,59-21-38N,002-24-53W,11,1988-01-01,2009-12-01
0-20000-0-03010,03010,----,Sule Skerry,United Kingdom,59-04-56N,004-24-15W,12,1974-02-01,2019-03-26
0-20000-0-03011,03011,----,North Rona,United Kingdom,59-07-25N,005-49-36W,98,1990-01-01,2009-03-19
0-20000-0-03013,03013,----,Foula,United Kingdom,60-09-15N,002-04-26W,22,1989-01-01,2003-11-30
0-20000-0-03014,03014,----,Foula,United Kingdom,60-06-38N,002-03-52W,22,1985-12-01,2016-04-27
0-20000-0-03017,03017,EGPA,Kirkwall Airport,United Kingdom,58-57-12N,002-54-05W,26,1957-01-01,----
0-20000-0-03018,03018,----,Radar Drium-A-Starraig,United Kingdom,58-12-36N,006-10-46W,86,----,----
0-20000-0-03023,03019,----,South Uist,United Kingdom,57-21N,007-22W,4,----,----
0-20000-0-03020,03020,----,St Kilda,United Kingdom,57-48-40N,008-33-51W,30,1961-01-01,1977-12-31
0-20000-0-03021,03021,----,Lochboisdale,United Kingdom,57-09-16N,007-18-59W,6,1990-11-01,----
0-20000-0-03022,03022,EGPL,Benbecula,United Kingdom,57-28-30N,007-22-14W,6,1957-01-01,1996-07-31
0-20000-0-03023,03023,----,South Uist Range,United Kingdom,57-21-27N,007-23-05W,4,1996-07-16,----
0-20000-0-03025,03025,----,Butt Of Lewis,United Kingdom,58-30-56N,006-15-43W,16,1969-01-01,1998-01-30
0-20000-0-03026,03026,EGPO,Stornoway,United Kingdom,58-12-48N,006-19-08W,15,----,----
0-20000-0-03027,03027,----,Waterstein,United Kingdom,57-26-11N,006-46-09W,83,1990-02-01,2004-02-11
0-20000-0-03028,03028,----,Neist Point,United Kingdom,57-25-23N,006-47-15W,21,1983-05-01,1989-09-26
0-20000-0-03029,03029,----,Ardnamurchan,United Kingdom,56-43-32N,006-13-26W,6,1961-01-01,1981-12-31
0-20000-0-03031,03031,----,Loch Glascarnoch,United Kingdom,57-43-30N,004-53-44W,269,1992-11-01,----
0-20000-0-03032,03032,----,Rudh Re,United Kingdom,57-51-29N,005-48-46W,16,1966-01-01,1977-10-31
0-20000-0-03033,03033,----,Diabaig,United Kingdom,57-34-44N,005-41-30W,60,1977-01-02,2022-10-20
0-20000-0-03034,03034,----,Aultbea,United Kingdom,57-51-32N,005-37-58W,11,1986-11-01,----
0-20000-0-03035,03035,----,Barra,United Kingdom,57-01-30N,007-26-57W,3,1997-07-01,2007-07-10
0-20000-0-03037,03037,----,Skye/Lusa,United Kingdom,57-15-24N,005-48-19W,18,1997-06-20,2017-05-03
0-20000-0-03038,03038,----,Fort William No 4,United Kingdom,56-49-45N,005-04-34W,20,1987-01-01,1990-12-31
0-20000-0-03039,03039,----,Bealach Na Ba No2,United Kingdom,57-25-05N,005-41-18W,773,2001-07-11,----
0-20000-0-03040,03040,----,Kilmory,United Kingdom,56-45-30N,006-02-51W,45,1989-01-01,2004-03-23
0-20000-0-03041,03041,----,Aonach Mor,United Kingdom,56-49-19N,004-58-09W,1130,1992-02-01,----
0-20000-0-03043,03043,----,Lochcarron,United Kingdom,57-24-03N,005-29-37W,32,1999-03-01,2003-11-07
0-20000-0-03044,03044,----,Altnaharra,United Kingdom,58-17-16N,004-26-32W,81,1983-09-01,----
0-20000-0-03046,03046,----,Lochluichart,United Kingdom,57-37-19N,004-49-10W,88,1999-06-01,2003-11-10
0-20000-0-03047,03047,----,Tulloch Bridge,United Kingdom,56-52-00N,004-42-29W,249,1988-12-02,----
0-826-0-03049,03049,----,Cape Wrath,United Kingdom,58-38N,005-00W,112,----,----
0-0-0-MISSING,03054,----,Strathy Point,United Kingdom,58-36N,004-01W,32,----,----
0-20000-0-03055,03055,----,Rackwick,United Kingdom,58-52-23N,003-23-12W,18,1987-03-02,----
0-20000-0-03057,03057,----,Foyers,United Kingdom,57-15-41N,004-29-00W,21,2000-01-01,2003-12-23
0-20000-0-03058,03058,----,Invergordon Harbour,United Kingdom,57-41-12N,004-10-01W,3,1984-11-01,2001-02-05
0-20000-0-03059,03059,EGPE,Inverness / Dalcross,United Kingdom,57-32-30N,004-03-44W,11,1969-01-01,1994-01-31
0-20000-0-03060,03060,----,Tummel Bridge,United Kingdom,56-42-23N,004-00-38W,148,1961-01-01,1992-08-31
0-20000-0-03061,03061,----,Tarbatness,United Kingdom,57-51-52N,003-46-35W,18,1961-01-01,1985-03-31
0-20000-0-03062,03062,EGQA,Tain Range,United Kingdom,57-49-08N,003-58-00W,4,1989-11-06,----
0-20000-0-03063,03063,----,Aviemore,United Kingdom,57-12-23N,003-49-41W,228,1982-01-01,----
0-20000-0-03064,03064,----,Glenmore Lodge,United Kingdom,57-09-51N,003-40-40W,337,1961-01-01,----
0-20000-0-03065,03065,----,Cairngorm,United Kingdom,57-06-57N,003-38-35W,1237,1992-01-01,----
0-20000-0-03066,03066,EGQK,Kinloss,United Kingdom,57-38-44N,003-33-48W,7,1959-01-01,----
0-20000-0-03067,03067,----,Fealar Lodge,United Kingdom,56-54-02N,003-37-43W,560,1963-01-01,1964-12-31
0-20000-0-03068,03068,EGQS,Lossiemouth,United Kingdom,57-42-41N,003-19-23W,13,1969-01-01,----
0-20000-0-03070,03070,----,Glenlivet,United Kingdom,57-21-14N,003-20-41W,213,1964-01-01,2008-08-01
0-20000-0-03072,03072,----,Cairnwell,United Kingdom,56-52-45N,003-25-14W,928,1994-01-01,----
0-0-0-MISSING,03074,----,Scrabster Harbour,United Kingdom,58-37N,003-33W,10,----,----
0-20000-0-03075,03075,EGPC,Wick,United Kingdom,58-27-14N,003-05-23W,38,1965-06-11,----
0-20000-0-03075,03076,----,Temp For 03075,United Kingdom,58-27N,003-06W,39,----,----
0-20000-0-03077,03077,----,Lybster,United Kingdom,58-18-38N,003-17-06W,85,1993-12-01,2003-12-03
0-20000-0-03080,03080,----,Aboyne,United Kingdom,57-04-32N,002-50-27W,140,1989-05-01,----
0-20000-0-03081,03081,----,Braemar,United Kingdom,57-00-21N,003-23-52W,339,1959-01-01,2005-07-01
0-20000-0-03082,03082,----,Spittal Of Glenshee,United Kingdom,56-45-51N,003-23-49W,308,1998-10-01,1998-12-31
0-20000-0-03083,03083,----,Huntly,United Kingdom,57-26-58N,002-47-11W,122,1961-01-01,1965-12-31
0-20000-0-03084,03084,----,Kirmichael No 2,United Kingdom,56-43-10N,003-31-10W,265,1997-11-01,1998-08-31
0-20000-0-03085,03085,----,Inchmarlo,United Kingdom,57-03-36N,002-32-32W,80,1998-12-02,2005-01-31
0-20000-0-03086,03086,----,Radar Hill Of Dudwick,United Kingdom,57-25-46N,002-02-24W,177,----,----
0-20000-0-03088,03088,----,Inverbervie,United Kingdom,56-51-06N,002-15-56W,134,1992-01-01,----
0-20000-0-03089,03089,----,Usan,United Kingdom,56-40-49N,002-27-07W,47,1965-01-01,1979-06-30
0-20008-0-ABD,03091,EGPD,Aberdeen / Dyce,United Kingdom,57-12-17N,002-12-19W,66,1957-01-01,----
0-20000-0-03092,03092,----,Peterhead Harbour,United Kingdom,57-30-08N,001-46-27W,15,1979-02-01,2022-01-17
0-20000-0-03093,03093,----,Fraserburg,United Kingdom,57-41-50N,002-00-11W,18,1966-01-01,1990-07-31
0-20000-0-03094,03094,----,Rosehearty,United Kingdom,57-41-52N,002-07-21W,4,1995-06-01,2012-02-28
0-20000-0-03095,03095,----,Rattray Head,United Kingdom,57-36-49N,001-50-45W,26,1957-01-01,1967-12-31
0-20000-0-03096,03096,----,Bridge Of Cally,United Kingdom,56-38-38N,003-23-03W,175,1999-04-16,2001-11-29
0-20000-0-03097,03097,----,Enochdhu,United Kingdom,56-44-47N,003-31-55W,248,2002-01-10,2003-11-11
0-20000-0-03100,03100,EGPU,Tiree,United Kingdom,56-30-00N,006-52-58W,12,1930-12-01,----
0-20000-0-03102,03102,----,Orsay,United Kingdom,55-40-26N,006-30-39W,23,1992-01-01,1998-02-28
0-20000-0-03105,03105,----,Islay: Port Ellen,United Kingdom,55-40-53N,006-14-58W,17,1976-01-01,----
0-20000-0-03106,03106,----,Rhuvaal,United Kingdom,55-56-08N,006-07-28W,20,1957-10-01,1981-12-31
0-20000-0-03107,03107,----,Bute: Dhu Loch Water Works,United Kingdom,55-48-58N,005-04-49W,83,1986-08-01,2003-02-28
0-20000-0-03111,03111,EGQJ,Machrihanish,United Kingdom,55-26-26N,005-41-48W,13,1965-01-01,----
0-0-0-MISSING,03114,----,Oban,United Kingdom,56-25N,005-28W,4,----,----
0-0-0-MISSING,03116,----,"Dalmally, Stronmilchan",United Kingdom,56-24-37N,004-59-57W,55,1998-02-23,2009-03-31
0-20000-0-03120,03120,----,Lochranza,United Kingdom,55-42-21N,005-18-14W,46,1988-01-01,2008-11-01
0-20000-0-03121,03121,----,Kildonan,United Kingdom,55-26-31N,005-06-30W,18,1981-03-01,2005-09-01
0-20000-0-03132,03130,----,West Freugh,United Kingdom,54-51N,004-57W,17,----,----
0-20000-0-03131,03131,----,Mull Of Galloway,United Kingdom,54-38-05N,004-51-25W,78,1957-11-01,1963-12-31
0-20000-0-03132,03132,EGOY,West Freugh,United Kingdom,54-51-33N,004-56-07W,11,1961-01-01,----
0-20000-0-03133,03133,----,Sloy,United Kingdom,56-15-03N,004-42-41W,12,1961-01-01,2006-06-19
0-20000-0-03134,03134,----,Glasgow Bishopton,United Kingdom,55-54-24N,004-31-56W,59,1998-01-01,----
0-20000-0-03135,03135,EGPK,Prestwick Airport,United Kingdom,55-30-05N,004-35-01W,16,1957-01-01,1993-12-31
0-20000-0-03136,03136,----,Prestwick Rnas,United Kingdom,55-30-55N,004-35-04W,20,1993-01-01,----
0-0-0-MISSING,03137,----,Whithorn,United Kingdom,54-42N,004-25W,40,----,----
0-20000-0-03138,03138,----,Greenock Mrcc,United Kingdom,55-57-44N,004-47-33W,5,1987-05-01,2007-07-01
0-20000-0-03139,03139,----,Saughall,United Kingdom,55-36-03N,004-13-29W,221,1995-09-01,2013-12-04
0-20000-0-03140,03140,EGPF,Glasgow Airport,United Kingdom,55-52-09N,004-25-45W,5,1966-01-01,1999-05-31
0-20000-0-03141,03141,----,"Cumbernauld, Whitelees",United Kingdom,55-57-58N,003-56-30W,110,1998-11-01,1999-08-31
0-20000-0-03142,03142,----,Radar Holehead,United Kingdom,56-01-12N,004-13-10W,550,----,----
0-20000-0-03143,03143,----,"Dumfries, Drungans",United Kingdom,55-03-13N,003-38-37W,16,1972-01-01,2004-03-09
0-20000-0-03144,03144,----,Strathallan,United Kingdom,56-19-35N,003-43-42W,35,1989-01-01,----
0-20000-0-03145,03145,----,Glasgow Weather Centre,United Kingdom,55-51-35N,004-15-45W,40,1974-10-01,1985-03-31
0-20000-0-03147,03147,----,Glenlee,United Kingdom,55-05-56N,004-11-00W,55,1961-01-02,2013-11-01
0-20000-0-03148,03148,----,Glen Ogle,United Kingdom,56-25-23N,004-19-12W,564,1996-08-01,2023-02-15
0-20000-0-03149,03149,----,Earls Hill,United Kingdom,56-04-10N,004-02-53W,335,1961-11-01,1980-12-31
0-20000-0-03150,03150,----,Crawfordjohn,United Kingdom,55-29-45N,003-46-28W,274,1961-01-01,1973-06-30
0-20000-0-03151,03151,----,Lowther Hill,United Kingdom,55-22-39N,003-45-06W,754,1968-01-01,1990-03-31
0-20000-0-03152,03152,----,Salsburgh,United Kingdom,55-51-41N,003-52-26W,277,1964-12-01,2008-06-19
0-20000-0-03153,03153,----,Dundrennan,United Kingdom,54-48-11N,004-00-29W,113,1983-01-01,----
0-20000-0-03143,03154,----,Dumfries / Drungans,United Kingdom,55-03N,003-39W,16,----,----
0-20000-0-03155,03155,----,Drumalbin,United Kingdom,55-37-37N,003-44-09W,245,1984-01-01,----
0-20000-0-03156,03156,----,Pitreavie No 2,United Kingdom,56-02-52N,003-25-03W,40,1961-01-01,1985-07-31
0-20000-0-03158,03158,----,Charterhall,United Kingdom,55-42-30N,002-23-04W,112,1987-01-01,----
0-20000-0-03159,03159,----,Radar Munduff Hill,United Kingdom,56-12-36N,003-18-36W,440,----,----
0-20000-0-03160,03160,EGPH,Edinburgh Airport,United Kingdom,55-57-02N,003-20-48W,35,1957-01-01,1999-12-31
0-20008-0-EDM,03162,----,Eskdalemuir,United Kingdom,55-18-42N,003-12-24W,236,1908-01-01,----
0-0-0-MISSING,03165,EGOM,Spadeadam,United Kingdom,55-03N,002-33W,325,----,----
0-20000-0-03166,03166,----,Edinburgh Gogarbank,United Kingdom,55-55-41N,003-20-39W,57,1998-01-01,----
0-20000-0-03168,03168,----,Galashiels,United Kingdom,55-36-21N,002-54-11W,137,1961-01-01,1988-02-29
0-826-0-03171,03170,----,Shanwell,United Kingdom,56-26-18N,002-51-34W,4,1948-01-01,1992-12-31
0-20000-0-03171,03171,EGQL,Leuchars,United Kingdom,56-22-36N,002-51-46W,12,1921-01-01,----
0-20000-0-03173,03173,----,"Edinburgh, Blackford Hill",United Kingdom,55-55-22N,003-11-22W,134,----,2015-12-02
0-20000-0-03174,03174,----,Fife Ness,United Kingdom,56-16-45N,002-35-04W,12,1984-01-01,2007-07-01
0-20000-0-03176,03176,----,Carterhouse,United Kingdom,55-21-29N,002-31-02W,308,1989-10-02,2018-07-02
0-20000-0-03177,03177,----,Bell Rock,United Kingdom,56-25-58N,002-23-17W,39,1969-01-01,1987-03-31
0-20000-0-03185,03185,----,St Abbs Head,United Kingdom,55-55-00N,002-08-15W,75,1937-01-01,1964-12-31
0-20000-0-03188,03188,----,Berwick Upon Tweed,United Kingdom,55-45-14N,002-01-54W,42,1994-11-01,1997-10-31
0-20000-0-03190,03190,----,Seahouses,United Kingdom,55-34-58N,001-39-09W,11,1964-01-01,1979-06-30
0-20000-0-03204,03204,EGNS,Isle Of Man / Ronaldsway Airport,United Kingdom,54-05-07N,004-37-54W,16,1957-01-01,----
0-20000-0-03207,03207,----,Snaefell-Isle,United Kingdom,54-15-50N,004-27-35W,614,1966-01-01,1987-05-31
0-20000-0-03208,03208,----,Point Of Ayre Lighthouse ,United Kingdom,54-24-52N,004-22-04W,9,1957-01-01,2015-06-30
0-0-0-MISSING,03209,----,Drumburgh,United Kingdom,54-56N,003-09W,7,----,----
0-20000-0-03210,03210,----,Saint Bees Head,United Kingdom,54-31-04N,003-36-52W,124,1983-05-01,----
0-20000-0-03211,03211,----,St Bees Head,United Kingdom,54-30-46N,003-38-09W,94,1980-01-01,1987-02-28
0-20000-0-03212,03212,----,Keswick,United Kingdom,54-36-50N,003-09-24W,81,1983-12-01,----
0-826-0-03213,03213,----,Eskmeals,United Kingdom,54-19-30N,003-24-30W,8,1961-01-01,2001-03-30
0-20000-0-03214,03214,EGNL,Walney Island,United Kingdom,54-07-30N,003-15-29W,15,1983-12-01,----
0-0-0-MISSING,03215,----,Aspatria,United Kingdom,54-46N,003-19W,61,----,----
0-20000-0-03220,03220,----,Carlisle,United Kingdom,54-56-03N,002-57-48W,28,1961-01-01,----
0-0-0-MISSING,03222,EGNC,Carlisle,United Kingdom,54-56N,002-48W,56,----,----
0-20000-0-03224,03224,----,Spadeadam,United Kingdom,55-03-01N,002-33-15W,285,1992-11-06,----
0-20000-0-03225,03225,----,Shap,United Kingdom,54-30-07N,002-41-06W,252,1988-02-01,----
0-20000-0-03226,03226,----,Warcop Range,United Kingdom,54-34-20N,002-24-47W,227,1983-12-01,----
0-20008-0-GDF,03227,----,Great Dun Fell,United Kingdom,54-41-03N,002-27-05W,847,1994-01-01,----
0-20000-0-03228,03228,----,Whins Pond,United Kingdom,54-40-09N,002-42-14W,125,1989-07-01,1994-03-31
0-20008-0-GDF,03229,----,Great Dun Fell,United Kingdom,54-41N,002-27W,847,----,----
0-20000-0-03230,03230,----,Redesdale,United Kingdom,55-17-05N,002-16-45W,211,1996-08-16,----
0-0-0-MISSING,03235,----,Boltshope Park,United Kingdom,54-49N,002-05W,434,----,----
0-20000-0-03238,03238,----,Albemarle,United Kingdom,55-01-10N,001-52-54W,142,2003-02-27,----
0-20000-0-03240,03240,EGQM,Boulmer,United Kingdom,55-25-14N,001-36-05W,23,1975-10-01,----
0-0-0-MISSING,03241,----,Long Framlington,United Kingdom,55-18N,001-48W,158,----,----
0-0-0-MISSING,03242,----,Burnhope,United Kingdom,54-49N,001-43W,240,----,----
0-20000-0-03244,03244,----,Acklington,United Kingdom,55-17-59N,001-38-44W,42,1974-01-01,1975-09-30
0-0-0-MISSING,03246,----,Newcastle Weather Centre,United Kingdom,54-59N,001-36W,30,----,----
0-0-0-MISSING,03249,----,Sunderland Polytech,United Kingdom,54-54N,001-23W,56,----,----
0-20000-0-03253,03253,----,Radar High Moorsley,United Kingdom,54-47-58N,001-28-10W,158,----,----
0-20000-0-03257,03257,EGXE,Leeming,United Kingdom,54-17-48N,001-31-59W,40,1961-01-01,----
0-20000-0-03261,03261,EGXD,Dishforth,United Kingdom,54-08-04N,001-24-51W,36,1952-01-01,2016-06-07
0-0-0-MISSING,03262,----,Tynemouth,United Kingdom,55-01N,001-25W,30,----,----
0-20000-0-03263,03263,----,Middleton St George,United Kingdom,54-30-45N,001-25-09W,35,1961-01-01,1964-04-30
0-20000-0-03265,03265,----,Topcliffe,United Kingdom,54-12-16N,001-23-23W,28,1961-01-01,----
0-20000-0-03266,03266,EGXU,Linton-On-Ouse,United Kingdom,54-02-43N,001-15-03W,16,1974-11-01,2021-09-02
0-20000-0-03275,03275,----,Loftus Samos,United Kingdom,54-33-46N,000-51-48W,158,1996-06-21,----
0-20000-0-03281,03281,----,Fylingdales,United Kingdom,54-21-30N,000-40-18W,262,1961-04-01,----
0-0-0-MISSING,03282,----,Whitby,United Kingdom,54-29N,000-36W,60,----,----
0-20000-0-03292,03292,----,Bridlington Mrsc,United Kingdom,54-05-38N,000-10-32W,15,1987-06-15,----
0-0-0-MISSING,03293,----,Cowden,United Kingdom,53-51N,000-06W,15,----,----
0-20000-0-03301,03301,----,Mona,United Kingdom,53-15-35N,004-22-33W,62,2009-10-14,----
